task_id,test.subset,train.subsets,test.fold,algorithm,classif.auc
FashionMNIST_seed2_prop0.01,unbalanced,all,1,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,all,2,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,all,2,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,all,3,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,all,3,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,other,1,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,other,1,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,other,2,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,other,2,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,other,3,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,other,3,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,same,1,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,same,1,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,same,2,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,same,2,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,same,3,featureless,0.5
FashionMNIST_seed2_prop0.01,unbalanced,same,3,featureless,0.5
FashionMNIST_seed2_prop0.01,balanced,all,1,linear_AUM,0.990844360499457
FashionMNIST_seed2_prop0.01,unbalanced,all,1,linear_AUM,0.988709010914218
FashionMNIST_seed2_prop0.01,balanced,all,2,linear_AUM,0.980182969698217
FashionMNIST_seed2_prop0.01,unbalanced,all,2,linear_AUM,0.984471581486507
FashionMNIST_seed2_prop0.01,balanced,all,3,linear_AUM,0.991307251439418
FashionMNIST_seed2_prop0.01,unbalanced,all,3,linear_AUM,0.989618890550889
FashionMNIST_seed2_prop0.01,balanced,other,1,linear_AUM,0.977800451123503
FashionMNIST_seed2_prop0.01,unbalanced,other,1,linear_AUM,0.919796300347602
FashionMNIST_seed2_prop0.01,balanced,other,2,linear_AUM,0.979444560475604
FashionMNIST_seed2_prop0.01,unbalanced,other,2,linear_AUM,0.986668018320103
FashionMNIST_seed2_prop0.01,balanced,other,3,linear_AUM,0.979642024219835
FashionMNIST_seed2_prop0.01,unbalanced,other,3,linear_AUM,0.987359209399251
FashionMNIST_seed2_prop0.01,balanced,same,1,linear_AUM,0.990628072863863
FashionMNIST_seed2_prop0.01,unbalanced,same,1,linear_AUM,0.977791754782566
FashionMNIST_seed2_prop0.01,balanced,same,2,linear_AUM,0.99124485581576
FashionMNIST_seed2_prop0.01,unbalanced,same,2,linear_AUM,0.987146295689785
FashionMNIST_seed2_prop0.01,balanced,same,3,linear_AUM,0.990863480293526
FashionMNIST_seed2_prop0.01,unbalanced,same,3,linear_AUM,0.985652462956571
FashionMNIST_seed2_prop0.01,balanced,all,1,dense_50_AUM,0.9873774464915
FashionMNIST_seed2_prop0.01,unbalanced,all,1,dense_50_AUM,0.985129682296604
FashionMNIST_seed2_prop0.01,balanced,all,2,dense_50_AUM,0.98329686686454
FashionMNIST_seed2_prop0.01,unbalanced,all,2,dense_50_AUM,0.985582796570959
FashionMNIST_seed2_prop0.01,balanced,all,3,dense_50_AUM,0.968492044340574
FashionMNIST_seed2_prop0.01,unbalanced,all,3,dense_50_AUM,0.983443920275125
FashionMNIST_seed2_prop0.01,balanced,other,1,dense_50_AUM,0.971614228592675
FashionMNIST_seed2_prop0.01,unbalanced,other,1,dense_50_AUM,0.978648605945696
FashionMNIST_seed2_prop0.01,balanced,other,2,dense_50_AUM,0.967692537366119
FashionMNIST_seed2_prop0.01,unbalanced,other,2,dense_50_AUM,0.986482165972645
FashionMNIST_seed2_prop0.01,balanced,other,3,dense_50_AUM,0.96386585053636
FashionMNIST_seed2_prop0.01,unbalanced,other,3,dense_50_AUM,0.980990871783071
FashionMNIST_seed2_prop0.01,balanced,same,1,dense_50_AUM,0.973606286200869
FashionMNIST_seed2_prop0.01,unbalanced,same,1,dense_50_AUM,0.975108777559007
FashionMNIST_seed2_prop0.01,balanced,same,2,dense_50_AUM,0.987101415808935
FashionMNIST_seed2_prop0.01,unbalanced,same,2,dense_50_AUM,0.984387103146753
FashionMNIST_seed2_prop0.01,balanced,same,3,dense_50_AUM,0.985921918576327
FashionMNIST_seed2_prop0.01,unbalanced,same,3,dense_50_AUM,0.972206241450287
FashionMNIST_seed2_prop0.01,balanced,all,1,linear_logistic,0.988767883899541
FashionMNIST_seed2_prop0.01,unbalanced,all,1,linear_logistic,0.987572619655315
FashionMNIST_seed2_prop0.01,balanced,all,2,linear_logistic,0.989071811194098
FashionMNIST_seed2_prop0.01,unbalanced,all,2,linear_logistic,0.992799846119455
FashionMNIST_seed2_prop0.01,balanced,all,3,linear_logistic,0.988445927164445
FashionMNIST_seed2_prop0.01,unbalanced,all,3,linear_logistic,0.990916529232028
FashionMNIST_seed2_prop0.01,balanced,other,1,linear_logistic,0.921802928911818
FashionMNIST_seed2_prop0.01,unbalanced,other,1,linear_logistic,0.986870730936581
FashionMNIST_seed2_prop0.01,balanced,other,2,linear_logistic,0.912071234633634
FashionMNIST_seed2_prop0.01,unbalanced,other,2,linear_logistic,0.992500922763404
FashionMNIST_seed2_prop0.01,balanced,other,3,linear_logistic,0.917709609120655
FashionMNIST_seed2_prop0.01,unbalanced,other,3,linear_logistic,0.990852606144287
FashionMNIST_seed2_prop0.01,balanced,same,1,linear_logistic,0.988728179922695
FashionMNIST_seed2_prop0.01,unbalanced,same,1,linear_logistic,0.930610248182989
FashionMNIST_seed2_prop0.01,balanced,same,2,linear_logistic,0.989378285438613
FashionMNIST_seed2_prop0.01,unbalanced,same,2,linear_logistic,0.926857353774492
FashionMNIST_seed2_prop0.01,balanced,same,3,linear_logistic,0.988582298139728
FashionMNIST_seed2_prop0.01,unbalanced,same,3,linear_logistic,0.924564364157046
FashionMNIST_seed2_prop0.01,balanced,all,1,dense_50_logistic,0.991364488508862
FashionMNIST_seed2_prop0.01,unbalanced,all,1,dense_50_logistic,0.990067211162158
FashionMNIST_seed2_prop0.01,balanced,all,2,dense_50_logistic,0.991187920469956
FashionMNIST_seed2_prop0.01,unbalanced,all,2,dense_50_logistic,0.994211284226724
FashionMNIST_seed2_prop0.01,balanced,all,3,dense_50_logistic,0.991476908898877
FashionMNIST_seed2_prop0.01,unbalanced,all,3,dense_50_logistic,0.992223756376328
FashionMNIST_seed2_prop0.01,balanced,other,1,dense_50_logistic,0.950705753709343
FashionMNIST_seed2_prop0.01,unbalanced,other,1,dense_50_logistic,0.988678626121199
FashionMNIST_seed2_prop0.01,balanced,other,2,dense_50_logistic,0.944711131441078
FashionMNIST_seed2_prop0.01,unbalanced,other,2,dense_50_logistic,0.993512063506917
FashionMNIST_seed2_prop0.01,balanced,other,3,dense_50_logistic,0.953966762431342
FashionMNIST_seed2_prop0.01,unbalanced,other,3,dense_50_logistic,0.992067144811363
FashionMNIST_seed2_prop0.01,balanced,same,1,dense_50_logistic,0.991031498379898
FashionMNIST_seed2_prop0.01,unbalanced,same,1,dense_50_logistic,0.95721213447094
FashionMNIST_seed2_prop0.01,balanced,same,2,dense_50_logistic,0.991365757015064
FashionMNIST_seed2_prop0.01,unbalanced,same,2,dense_50_logistic,0.962579994489413
FashionMNIST_seed2_prop0.01,balanced,same,3,dense_50_logistic,0.991145065562554
FashionMNIST_seed2_prop0.01,unbalanced,same,3,dense_50_logistic,0.958373285263171
